,Experiment,Measurement,Time,Concentration,Bioagent,Type
510,25,2,9.86,593188972.4144278,CFU,sp
511,25,2,10.32,2.303648923912703,PFU,sp
512,25,3,10.48,960851647.4219812,CFU,wt
513,25,3,10.41,16.611293261760093,PFU,wt
514,25,3,9.76,579319949.5570649,CFU,sp
515,25,3,9.93,2.045472166030543,PFU,sp
516,25,4,10.25,928068013.1804616,CFU,wt
517,25,4,10.47,16.89438664444527,PFU,wt
518,25,4,10.31,656982926.6577199,CFU,sp
519,25,4,10.44,2.3876702401623247,PFU,sp
520,26,0,10.4,949593957.4233278,CFU,wt
521,26,0,10.41,16.611293261760093,PFU,wt
522,26,0,10.15,634068574.099449,CFU,sp
523,26,0,9.64,1.8679868997032907,PFU,sp
524,26,1,10.14,911952358.6011204,CFU,wt
525,26,1,9.65,13.249425858945083,PFU,wt
526,26,1,9.63,561486623.9875553,CFU,sp
527,26,1,9.75,1.9338764258269734,PFU,sp
528,26,2,9.72,848146382.3140684,CFU,wt
529,26,2,10.4,16.56435253013662,PFU,wt
530,26,2,9.96,607180170.6639886,CFU,sp
531,26,2,9.83,1.9828924210665455,PFU,sp
532,26,3,10.49,962247623.7106284,CFU,wt
533,26,3,10.31,16.145020691058896,PFU,wt
534,26,3,9.5,543891466.3222998,CFU,sp
535,26,3,10.02,2.103047671375725,PFU,sp
536,26,4,10.49,962247623.7106284,CFU,wt
537,26,4,9.59,13.002443835453093,PFU,wt
538,26,4,10.07,622701189.1182187,CFU,sp
539,26,4,10.34,2.3175015474069998,PFU,sp
540,27,0,10.370000000000001,945331728.5330423,CFU,wt
541,27,0,9.67,13.332370347476232,PFU,wt
542,27,0,9.69,569688833.479197,CFU,sp
543,27,0,9.89,2.020264928579003,PFU,sp
544,27,1,9.6,829347296.4933684,CFU,wt
545,27,1,9.790000000000001,13.836472738363845,PFU,wt
546,27,1,9.92,601569581.026694,CFU,sp
547,27,1,10.41,2.3664609238126335,PFU,sp
548,27,2,10.24,926614207.8295062,CFU,wt
549,27,2,9.92,14.394907927779638,PFU,wt
550,27,2,9.870000000000001,594582735.6546824,CFU,sp
551,27,2,9.700000000000001,1.903711146939256,PFU,sp
552,27,3,10.38,946754900.7233524,CFU,wt
553,27,3,10.18,15.549412764504313,PFU,wt
554,27,3,9.84,590405120.5487965,CFU,sp
555,27,3,9.6,1.8444566443985035,PFU,sp
556,27,4,9.65,837206870.9774934,CFU,wt
557,27,4,9.68,13.373957957842572,PFU,wt
558,27,4,10.35,662745343.0077696,CFU,sp
559,27,4,9.94,2.051810616038103,PFU,sp
560,28,0,10.31,936742292.29243,CFU,wt
561,28,0,10.33,16.23771563322219,PFU,wt
562,28,0,10.1,626956447.8309109,CFU,sp
563,28,0,9.52,1.7980781003504585,PFU,sp
564,28,1,10.17,916374236.3782508,CFU,wt
565,28,1,9.9,14.308168163009231,PFU,wt
566,28,1,9.89,597373893.8841513,CFU,sp
567,28,1,9.65,1.8739051423350492,PFU,sp
568,28,2,9.83,865175140.3770976,CFU,wt
569,28,2,9.84,14.049748764627612,PFU,wt
570,28,2,10.28,652669551.4887767,CFU,sp
571,28,2,9.93,2.045472166030543,PFU,sp
572,28,3,10.35,942478144.5060289,CFU,wt
573,28,3,9.9,14.308168163009231,PFU,wt
574,28,3,9.620000000000001,560124477.7745786,CFU,sp
575,28,3,9.96,2.064531567929469,PFU,sp
576,28,4,10.46,958052151.5246236,CFU,wt
577,28,4,10.290000000000001,16.052607471045853,PFU,wt
578,28,4,10.3,655544315.034312,CFU,sp
579,28,4,10.17,2.2016693902684983,PFU,sp
580,29,0,10.370000000000001,945331728.5330423,CFU,wt
581,29,0,10.07,15.054922553125454,PFU,wt
582,29,0,9.84,590405120.5487965,CFU,sp
583,29,0,9.78,1.952148760214323,PFU,sp
584,29,1,10.42,952423234.1791701,CFU,wt
585,29,1,10.120000000000001,15.278602242076394,PFU,wt
586,29,1,9.99,611400059.5148289,CFU,sp
587,29,1,9.96,2.064531567929469,PFU,sp
588,29,2,9.81,862094418.6826407,CFU,wt
589,29,2,9.89,14.264910537164791,PFU,wt
590,29,2,9.66,565581490.232745,CFU,sp
591,29,2,9.97,2.0709140931819894,PFU,sp
592,29,3,10.22,923699756.6941139,CFU,wt
593,29,3,9.73,13.583046462847301,PFU,wt
594,29,3,10.42,672858731.2190572,CFU,sp
595,29,3,10.0,2.0901500043958743,PFU,sp
596,29,4,9.61,830922142.151673,CFU,wt
597,29,4,9.72,13.54107563974984,PFU,wt
598,29,4,10.39,668520036.7853725,CFU,sp
599,29,4,10.27,2.269280721671142,PFU,sp
600,30,0,9.6,829347296.4933684,CFU,wt
601,30,0,10.16,15.458853621820715,PFU,wt
602,30,0,10.02,615629920.9113946,CFU,sp
603,30,0,9.94,2.051810616038103,PFU,sp
604,30,1,10.23,925158118.7328824,CFU,wt
605,30,1,10.13,15.323556446254667,PFU,wt
606,30,1,9.6,557404445.6331073,CFU,sp
607,30,1,10.17,2.2016693902684983,PFU,sp
608,30,2,9.6,829347296.4933684,CFU,wt
609,30,2,10.14,15.36858315123744,PFU,wt
610,30,2,9.74,576561550.16902,CFU,sp
611,30,2,10.11,2.1618195956352046,PFU,sp
612,30,3,10.14,911952358.6011204,CFU,wt
613,30,3,10.03,14.877294850849355,PFU,wt
614,30,3,9.68,568318345.8691064,CFU,sp
615,30,3,10.13,2.1750432881985367,PFU,sp
616,30,4,9.68,841904602.6184922,CFU,wt
617,30,4,9.88,14.221727876290752,PFU,wt
618,30,4,10.41,671411788.8738114,CFU,sp
619,30,4,10.39,2.3523970151216127,PFU,sp
620,31,0,10.16,914902468.2649488,CFU,wt
621,31,0,10.34,16.284168449740495,PFU,wt
622,31,0,9.790000000000001,583467322.3669512,CFU,sp
623,31,0,10.15,2.1883265268374097,PFU,sp
624,31,1,9.72,848146382.3140684,CFU,wt
625,31,1,9.66,13.29085962154809,PFU,wt
626,31,1,9.67,566949228.813818,CFU,sp
627,31,1,10.46,2.4018855002849073,PFU,sp
628,31,2,9.620000000000001,832495537.8249065,CFU,wt
629,31,2,9.72,13.54107563974984,PFU,wt
630,31,2,9.86,593188972.4144278,CFU,sp
631,31,2,10.120000000000001,2.1684240036396005,PFU,sp
632,31,3,10.39,948175646.8602537,CFU,wt
633,31,3,9.68,13.373957957842572,PFU,wt
634,31,3,9.9,598771271.629141,CFU,sp
635,31,3,10.46,2.4018855002849073,PFU,sp
636,31,4,9.91,877425943.1087157,CFU,wt
637,31,4,10.48,16.94180919815293,PFU,wt
638,31,4,9.74,576561550.16902,CFU,sp
639,31,4,9.950000000000001,2.05816374609394,PFU,sp
640,32,0,9.6,829347296.4933684,CFU,wt
641,32,0,10.16,15.458853621820715,PFU,wt
642,32,0,9.82,587626224.9401932,CFU,sp
643,32,0,10.200000000000001,2.221795650145617,PFU,sp
644,32,1,9.69,843467419.9247674,CFU,wt
645,32,1,9.9,14.308168163009231,PFU,wt
646,32,1,9.84,590405120.5487965,CFU,sp
647,32,1,9.74,1.9278145450434554,PFU,sp
648,32,2,10.120000000000001,908993561.2451407,CFU,wt
649,32,2,10.46,16.847032543489306,PFU,wt
650,32,2,9.88,595977712.3465495,CFU,sp
651,32,2,9.99,2.0837233000146513,PFU,sp
652,32,3,10.16,914902468.2649488,CFU,wt
653,32,3,9.72,13.54107563974984,PFU,wt
654,32,3,10.3,655544315.034312,CFU,sp
655,32,3,9.620000000000001,1.8561932580834235,PFU,sp
656,32,4,9.71,846588324.6613617,CFU,wt
657,32,4,9.59,13.002443835453093,PFU,wt
658,32,4,9.94,604372570.7903229,CFU,sp
659,32,4,9.700000000000001,1.903711146939256,PFU,sp
660,33,0,10.46,958052151.5246236,CFU,wt
661,33,0,10.33,16.23771563322219,PFU,wt
662,33,0,10.02,615629920.9113946,CFU,sp
663,33,0,10.06,2.1290203473691904,PFU,sp
664,33,1,9.74,851257634.2383628,CFU,wt
665,33,1,9.86,14.135587827239535,PFU,wt
666,33,1,10.22,644065640.1075661,CFU,sp
667,33,1,9.56,1.8211540296948254,PFU,sp
668,33,2,9.59,827771016.3369578,CFU,wt
669,33,2,10.41,16.611293261760093,PFU,wt
670,33,2,9.63,561486623.9875553,CFU,sp
671,33,2,9.93,2.045472166030543,PFU,sp
672,33,3,9.89,874374275.4966784,CFU,wt
673,33,3,9.540000000000001,12.798755850658885,PFU,wt
674,33,3,9.85,591796431.1990068,CFU,sp
675,33,3,9.63,1.8620829431115984,PFU,sp
676,33,4,10.03,895573998.3736597,CFU,wt
677,33,4,10.28,16.006506805325788,PFU,wt
678,33,4,10.06,621284828.0287479,CFU,sp
679,33,4,10.22,2.2352879093996423,PFU,sp
680,34,0,9.67,840340228.6472453,CFU,wt
681,34,0,9.950000000000001,14.525577408262016,PFU,wt
682,34,0,9.540000000000001,549278981.2910464,CFU,sp
683,34,0,10.47,2.409015865131187,PFU,sp
684,34,1,9.52,816698202.6721646,CFU,wt
685,34,1,10.32,16.191333006820585,PFU,wt
686,34,1,9.51,545236102.1188676,CFU,sp
687,34,1,10.22,2.2352879093996423,PFU,sp
688,34,2,10.09,904539280.502946,CFU,wt
689,34,2,10.44,16.75253020764834,PFU,wt
690,34,2,10.35,662745343.0077696,CFU,sp
691,34,2,10.19,2.2150719556052456,PFU,sp
692,34,3,10.48,960851647.4219812,CFU,wt
693,34,3,10.46,16.847032543489306,PFU,wt
694,34,3,9.67,566949228.813818,CFU,sp
695,34,3,9.69,1.8977212598789999,PFU,sp
696,34,4,10.06,900065983.7588294,CFU,wt
697,34,4,10.01,14.788922008062805,PFU,wt
698,34,4,9.96,607180170.6639886,CFU,sp
699,34,4,9.77,1.9460435200011568,PFU,sp
700,35,0,10.290000000000001,933860184.0165012,CFU,wt
701,35,0,10.33,16.23771563322219,PFU,wt
702,35,0,9.94,604372570.7903229,CFU,sp
703,35,0,9.69,1.8977212598789999,PFU,sp
704,35,1,10.08,903050278.4456488,CFU,wt
705,35,1,9.55,12.839338027954154,PFU,wt
706,35,1,10.36,664187890.2310096,CFU,sp
707,35,1,10.02,2.103047671375725,PFU,sp
708,35,2,9.9,875901044.6084628,CFU,wt
709,35,2,9.72,13.54107563974984,PFU,wt
710,35,2,10.03,617042048.843183,CFU,sp
711,35,2,9.68,1.8917457299881903,PFU,sp
712,35,3,9.88,872845649.2952325,CFU,wt
713,35,3,10.39,16.517481131340535,PFU,wt
714,35,3,9.51,545236102.1188676,CFU,sp
715,35,3,10.09,2.148655368836563,PFU,sp
716,35,4,9.72,848146382.3140684,CFU,wt
717,35,4,10.13,15.323556446254667,PFU,wt
718,35,4,9.52,546582238.1029042,CFU,sp
719,35,4,10.34,2.3175015474069998,PFU,sp
720,36,0,9.700000000000001,845028665.5795715,CFU,wt
721,36,0,10.44,16.75253020764834,PFU,wt
722,36,0,9.540000000000001,549278981.2910464,CFU,sp
723,36,0,10.42,2.373515561826965,PFU,sp
724,36,1,10.17,916374236.3782508,CFU,wt
725,36,1,9.56,12.879997985898708,PFU,wt
726,36,1,9.75,577940092.8016031,CFU,sp
727,36,1,9.96,2.064531567929469,PFU,sp
728,36,2,9.67,840340228.6472453,CFU,wt
729,36,2,9.6,13.043414203910297,PFU,wt
730,36,2,9.92,601569581.026694,CFU,sp
731,36,2,10.13,2.1750432881985367,PFU,sp
732,36,3,9.93,880470074.5603386,CFU,wt
733,36,3,9.77,13.751692865570204,PFU,wt
734,36,3,9.67,566949228.813818,CFU,sp
735,36,3,10.31,2.2967452017835543,PFU,sp
736,36,4,10.17,916374236.3782508,CFU,wt
737,36,4,9.790000000000001,13.836472738363845,PFU,wt
738,36,4,10.44,675754698.2841866,CFU,sp
739,36,4,10.200000000000001,2.221795650145617,PFU,sp
740,37,0,10.27,930968729.8536816,CFU,wt
741,37,0,10.200000000000001,15.640259680890503,PFU,wt
742,37,0,10.09,625537008.2506065,CFU,sp
743,37,0,10.4,2.359421410611001,PFU,sp
744,37,1,9.91,877425943.1087157,CFU,wt
745,37,1,9.89,14.264910537164791,PFU,wt
746,37,1,10.19,639775626.5567847,CFU,sp
747,37,1,10.09,2.148655368836563,PFU,sp
748,37,2,10.06,900065983.7588294,CFU,wt
749,37,2,10.47,16.89438664444527,PFU,wt
750,37,2,9.99,611400059.5148289,CFU,sp
751,37,2,9.8,1.964402693290318,PFU,sp
752,37,3,9.98,888046735.4057192,CFU,wt
753,37,3,10.28,16.006506805325788,PFU,wt
754,37,3,9.9,598771271.629141,CFU,sp
755,37,3,10.22,2.2352879093996423,PFU,sp
756,37,4,9.84,866712846.6173913,CFU,wt
757,37,4,9.69,13.415622373009622,PFU,wt
758,37,4,10.16,635493919.5319427,CFU,sp
759,37,4,10.28,2.276124296955474,PFU,sp
760,38,0,10.36,943906139.8961943,CFU,wt
761,38,0,9.66,13.29085962154809,PFU,wt
762,38,0,9.790000000000001,583467322.3669512,CFU,sp
763,38,0,9.63,1.8620829431115984,PFU,sp
764,38,1,10.200000000000001,920776257.4253217,CFU,wt
765,38,1,10.1,15.188911774451281,PFU,wt
766,38,1,9.620000000000001,560124477.7745786,CFU,sp
767,38,1,9.9,2.026544777578475,PFU,sp
768,38,2,10.15,913428505.1819831,CFU,wt
769,38,2,10.33,16.23771563322219,PFU,wt
770,38,2,9.66,565581490.232745,CFU,sp
771,38,2,9.99,2.0837233000146513,PFU,sp
772,38,3,9.89,874374275.4966784,CFU,wt
773,38,3,10.370000000000001,16.423946827359867,PFU,wt
774,38,3,10.06,621284828.0287479,CFU,sp
775,38,3,9.790000000000001,1.9582684802469414,PFU,sp
776,38,4,10.39,948175646.8602537,CFU,wt
777,38,4,9.6,13.043414203910297,PFU,wt
778,38,4,9.91,600169836.9108927,CFU,sp
779,38,4,10.07,2.1355505259067873,PFU,sp
780,39,0,10.24,926614207.8295062,CFU,wt
781,39,0,10.450000000000001,16.799747022348743,PFU,wt
782,39,0,9.94,604372570.7903229,CFU,sp
783,39,0,9.6,1.8444566443985035,PFU,sp
784,39,1,9.78,857460274.6562958,CFU,wt
785,39,1,10.31,16.145020691058896,PFU,wt
786,39,1,10.24,646930136.3981134,CFU,sp
787,39,1,9.63,1.8620829431115984,PFU,sp
788,39,2,9.75,852810799.1297272,CFU,wt
789,39,2,9.81,13.921556131218795,PFU,wt
790,39,2,10.23,645497445.9307353,CFU,sp
791,39,2,10.31,2.2967452017835543,PFU,sp
792,39,3,10.01,892569123.470495,CFU,wt
793,39,3,9.790000000000001,13.836472738363845,PFU,wt
794,39,3,9.61,558763749.0894246,CFU,sp
795,39,3,9.5,1.78662483856921,PFU,sp
796,39,4,10.48,960851647.4219812,CFU,wt
797,39,4,10.32,16.191333006820585,PFU,wt
798,39,4,10.3,655544315.034312,CFU,sp
799,39,4,9.58,1.8327769411898545,PFU,sp
800,40,0,9.84,866712846.6173913,CFU,wt
801,40,0,9.81,13.921556131218795,PFU,wt
802,40,0,10.41,671411788.8738114,CFU,sp
803,40,0,10.26,2.262452162192376,PFU,sp
804,40,1,9.78,857460274.6562958,CFU,wt
805,40,1,10.24,15.822813196599881,PFU,wt
806,40,1,9.540000000000001,549278981.2910464,CFU,sp
807,40,1,9.56,1.8211540296948254,PFU,sp
808,40,2,9.72,848146382.3140684,CFU,wt
809,40,2,9.86,14.135587827239535,PFU,wt
810,40,2,10.19,639775626.5567847,CFU,sp
811,40,2,10.44,2.3876702401623247,PFU,sp
812,40,3,10.11,907510933.8251894,CFU,wt
813,40,3,9.57,12.92073565406688,PFU,wt
814,40,3,10.34,661303563.1509303,CFU,sp
815,40,3,10.040000000000001,2.1160044232440085,PFU,sp
816,40,4,10.3,935302411.5481062,CFU,wt
817,40,4,9.700000000000001,13.457363512592579,PFU,wt
818,40,4,10.450000000000001,677203702.8536592,CFU,sp
819,40,4,10.08,2.142095529568214,PFU,sp
820,41,0,9.58,826193317.2294844,CFU,wt
821,41,0,10.05,14.965961978223815,PFU,wt
822,41,0,9.72,573808439.9068229,CFU,sp
823,41,0,10.3,2.289856528701241,PFU,sp
824,41,1,10.03,895573998.3736597,CFU,wt
825,41,1,9.700000000000001,13.457363512592579,PFU,wt
826,41,1,10.48,681554679.4014564,CFU,sp
827,41,1,9.51,1.7923444237054276,PFU,sp
828,41,2,10.32,938179816.0406895,CFU,wt
829,41,2,9.52,12.717825115780357,PFU,wt
830,41,2,10.36,664187890.2310096,CFU,sp
831,41,2,9.5,1.78662483856921,PFU,sp
832,41,3,9.57,824614214.7775011,CFU,wt
833,41,3,9.620000000000001,13.125587128630942,PFU,wt
834,41,3,10.3,655544315.034312,CFU,sp
835,41,3,10.040000000000001,2.1160044232440085,PFU,sp
836,41,4,10.13,910474040.0766499,CFU,wt
837,41,4,9.84,14.049748764627612,PFU,wt
838,41,4,9.69,569688833.479197,CFU,sp
839,41,4,9.620000000000001,1.8561932580834235,PFU,sp
840,42,0,9.65,837206870.9774934,CFU,wt
841,42,0,9.9,14.308168163009231,PFU,wt
842,42,0,10.25,648363701.8669971,CFU,sp
843,42,0,10.48,2.416161395147008,PFU,sp
844,42,1,9.98,888046735.4057192,CFU,wt
845,42,1,9.77,13.751692865570204,PFU,wt
846,42,1,10.370000000000001,665631194.8999877,CFU,sp
847,42,1,10.26,2.262452162192376,PFU,sp
848,42,2,9.56,823033724.6464955,CFU,wt
849,42,2,10.3,16.09877880596074,PFU,wt
850,42,2,9.82,587626224.9401932,CFU,sp
851,42,2,9.59,1.8386096863768955,PFU,sp
852,42,3,10.49,962247623.7106284,CFU,wt
853,42,3,9.77,13.751692865570204,PFU,wt
854,42,3,9.81,586238656.8966845,CFU,sp
855,42,3,10.41,2.3664609238126335,PFU,sp
856,42,4,9.89,874374275.4966784,CFU,wt
857,42,4,10.22,15.731393463638813,PFU,wt
858,42,4,9.68,568318345.8691064,CFU,sp
859,42,4,9.88,2.0139996995704967,PFU,sp
860,43,0,10.18,917843798.1328845,CFU,wt
861,43,0,9.65,13.249425858945083,PFU,wt
862,43,0,9.55,550629573.7289388,CFU,sp
863,43,0,10.28,2.276124296955474,PFU,sp
864,43,1,9.620000000000001,832495537.8249065,CFU,wt
865,43,1,9.83,14.006942334233644,PFU,wt
866,43,1,9.72,573808439.9068229,CFU,sp
867,43,1,10.39,2.3523970151216127,PFU,sp
868,43,2,10.38,946754900.7233524,CFU,wt
869,43,2,10.13,15.323556446254667,PFU,wt
870,43,2,10.46,678653374.6484076,CFU,sp
871,43,2,9.56,1.8211540296948254,PFU,sp
872,43,3,10.48,960851647.4219812,CFU,wt
873,43,3,9.72,13.54107563974984,PFU,wt
874,43,3,9.63,561486623.9875553,CFU,sp
875,43,3,10.07,2.1355505259067873,PFU,sp
876,43,4,9.6,829347296.4933684,CFU,wt
877,43,4,10.15,15.413682246719649,PFU,wt
878,43,4,10.49,683006292.0569648,CFU,sp
879,43,4,10.28,2.276124296955474,PFU,sp
880,44,0,10.48,960851647.4219812,CFU,wt
881,44,0,10.040000000000001,14.921591681048358,PFU,wt
882,44,0,9.76,579319949.5570649,CFU,sp
883,44,0,9.51,1.7923444237054276,PFU,sp
884,44,1,9.53,818284085.7060536,CFU,wt
885,44,1,9.620000000000001,13.125587128630942,PFU,wt
886,44,1,9.92,601569581.026694,CFU,sp
887,44,1,10.14,2.181677459301268,PFU,sp
888,44,2,9.92,878948957.5501267,CFU,wt
889,44,2,9.870000000000001,14.178620275002961,PFU,wt
890,44,2,9.73,575184329.8266332,CFU,sp
891,44,2,10.28,2.276124296955474,PFU,sp
892,44,3,9.68,841904602.6184922,CFU,wt
893,44,3,10.120000000000001,15.278602242076394,PFU,wt
894,44,3,9.51,545236102.1188676,CFU,sp
895,44,3,9.81,1.9705514124471357,PFU,sp
896,44,4,10.16,914902468.2649488,CFU,wt
897,44,4,9.950000000000001,14.525577408262016,PFU,wt
898,44,4,10.05,619869511.5180517,CFU,sp
899,44,4,10.18,2.208363205441945,PFU,sp
900,45,0,10.17,916374236.3782508,CFU,wt
901,45,0,9.75,13.66721721137656,PFU,wt
902,45,0,10.450000000000001,677203702.8536592,CFU,sp
903,45,0,9.82,1.9767146507310924,PFU,sp
904,45,1,9.950000000000001,883506563.1748086,CFU,wt
905,45,1,9.67,13.332370347476232,PFU,wt
906,45,1,10.17,636920216.3993399,CFU,sp
907,45,1,9.51,1.7923444237054276,PFU,sp
908,45,2,9.96,885021908.4125593,CFU,wt
909,45,2,9.61,13.084461993075369,PFU,wt
910,45,2,10.13,631220775.2622567,CFU,sp
911,45,2,9.74,1.9278145450434554,PFU,sp
912,45,3,10.0,891063658.195832,CFU,wt
913,45,3,9.540000000000001,12.798755850658885,PFU,wt
914,45,3,9.620000000000001,560124477.7745786,CFU,sp
915,45,3,10.370000000000001,2.3383935483459957,PFU,sp
916,45,4,10.31,936742292.29243,CFU,wt
917,45,4,9.61,13.084461993075369,PFU,wt
918,45,4,9.52,546582238.1029042,CFU,sp
919,45,4,9.75,1.9338764258269734,PFU,sp
920,46,0,10.02,894072574.397305,CFU,wt
921,46,0,9.63,13.166789535490281,PFU,wt
922,46,0,10.4,669965554.0541176,CFU,sp
923,46,0,10.05,2.1225049833744496,PFU,sp
924,46,1,10.01,892569123.470495,CFU,wt
925,46,1,9.97,14.613062474763932,PFU,wt
926,46,1,9.98,609992309.8908358,CFU,sp
927,46,1,10.46,2.4018855002849073,PFU,sp
928,46,2,10.370000000000001,945331728.5330423,CFU,wt
929,46,2,9.97,14.613062474763932,PFU,wt
930,46,2,9.75,577940092.8016031,CFU,sp
931,46,2,10.07,2.1355505259067873,PFU,sp
932,46,3,10.03,895573998.3736597,CFU,wt
933,46,3,9.61,13.084461993075369,PFU,wt
934,46,3,9.92,601569581.026694,CFU,sp
935,46,3,10.4,2.359421410611001,PFU,sp
936,46,4,9.71,846588324.6613617,CFU,wt
937,46,4,10.0,14.74484620226212,PFU,wt
938,46,4,10.46,678653374.6484076,CFU,sp
939,46,4,10.14,2.181677459301268,PFU,sp
940,47,0,9.71,846588324.6613617,CFU,wt
941,47,0,10.43,16.70538222556957,PFU,wt
942,47,0,10.07,622701189.1182187,CFU,sp
943,47,0,9.9,2.026544777578475,PFU,sp
944,47,1,9.82,863635659.7214118,CFU,wt
945,47,1,10.02,14.833071591952354,PFU,wt
946,47,1,9.55,550629573.7289388,CFU,sp
947,47,1,9.83,1.9828924210665455,PFU,sp
948,47,2,9.72,848146382.3140684,CFU,wt
949,47,2,9.68,13.373957957842572,PFU,wt
950,47,2,10.14,632644189.539313,CFU,sp
951,47,2,10.05,2.1225049833744496,PFU,sp
952,47,3,10.4,949593957.4233278,CFU,wt
953,47,3,10.02,14.833071591952354,PFU,wt
954,47,3,10.26,649798132.6701256,CFU,sp
955,47,3,9.93,2.045472166030543,PFU,sp
956,47,4,9.98,888046735.4057192,CFU,wt
957,47,4,9.75,13.66721721137656,PFU,wt
958,47,4,9.56,551981636.8221196,CFU,sp
959,47,4,10.16,2.1949905005966563,PFU,sp
960,48,0,9.78,857460274.6562958,CFU,wt
961,48,0,10.43,16.70538222556957,PFU,wt
962,48,0,9.61,558763749.0894246,CFU,sp
963,48,0,10.14,2.181677459301268,PFU,sp
964,48,1,10.25,928068013.1804616,CFU,wt
965,48,1,10.35,16.33069133535699,PFU,wt
966,48,1,9.89,597373893.8841513,CFU,sp
967,48,1,9.88,2.0139996995704967,PFU,sp
968,48,2,10.01,892569123.470495,CFU,wt
969,48,2,9.63,13.166789535490281,PFU,wt
970,48,2,10.17,636920216.3993399,CFU,sp
971,48,2,9.91,2.032839258765961,PFU,sp
972,48,3,10.120000000000001,908993561.2451407,CFU,wt
973,48,3,9.790000000000001,13.836472738363845,PFU,wt
974,48,3,10.450000000000001,677203702.8536592,CFU,sp
975,48,3,10.02,2.103047671375725,PFU,sp
976,48,4,9.59,827771016.3369578,CFU,wt
977,48,4,9.950000000000001,14.525577408262016,PFU,wt
978,48,4,10.040000000000001,618455248.7459301,CFU,sp
979,48,4,9.53,1.8038258839469776,PFU,sp
980,49,0,9.870000000000001,871315179.6001583,CFU,wt
981,49,0,10.27,15.960476927299679,PFU,wt
982,49,0,9.88,595977712.3465495,CFU,sp
983,49,0,10.3,2.289856528701241,PFU,sp
984,49,1,9.68,841904602.6184922,CFU,wt
985,49,1,10.32,16.191333006820585,PFU,wt
986,49,1,10.05,619869511.5180517,CFU,sp
987,49,1,9.57,1.8269583939513974,PFU,sp
988,49,2,10.09,904539280.502946,CFU,wt
989,49,2,10.38,16.470679189271515,PFU,wt
990,49,2,10.44,675754698.2841866,CFU,sp
991,49,2,10.16,2.1949905005966563,PFU,sp
992,49,3,10.24,926614207.8295062,CFU,wt
993,49,3,9.950000000000001,14.525577408262016,PFU,wt
994,49,3,10.36,664187890.2310096,CFU,sp
995,49,3,9.89,2.020264928579003,PFU,sp
996,49,4,10.22,923699756.6941139,CFU,wt
997,49,4,9.65,13.249425858945083,PFU,wt
998,49,4,9.56,551981636.8221196,CFU,sp
999,49,4,9.68,1.8917457299881903,PFU,sp
1000,50,0,10.39,948175646.8602537,CFU,wt
1001,50,0,9.790000000000001,13.836472738363845,PFU,wt
1002,50,0,9.700000000000001,571060683.6887938,CFU,sp
1003,50,0,10.11,2.1618195956352046,PFU,sp
1004,50,1,9.59,827771016.3369578,CFU,wt
1005,50,1,10.370000000000001,16.423946827359867,PFU,wt
1006,50,1,10.1,626956447.8309109,CFU,sp
1007,50,1,10.05,2.1225049833744496,PFU,sp
1008,50,2,9.91,877425943.1087157,CFU,wt
1009,50,2,9.99,14.70084427700372,PFU,wt
1010,50,2,9.58,554690145.0264009,CFU,sp
1011,50,2,9.69,1.8977212598789999,PFU,sp
