,B,T,dB/dt_1,dT/dt_1,dB/dt_2,dT/dt_2
182,9.720881439536659e-16,202997817.88479778,-6.614652190494681e-15,-568473.4726494551,-5.045073830870021e-15,-568393.8900774338
183,5.785648029678221e-16,202940986.45256186,-3.935233409858437e-15,-568314.3223592639,-3.001727032559617e-15,-568234.7620671731
184,3.444073378092821e-16,202884170.93089935,-2.3415746515854004e-15,-568155.2166250348,-1.7862773117902776e-15,-568075.6786065182
185,2.0505330976900594e-16,202827371.31535596,-1.3935402804027613e-15,-567996.1554339528,-1.0631647352067208e-15,-567916.6396829967
186,1.2210547927841979e-16,202770587.60147858,-8.294783049058615e-16,-567837.138773799,-6.328870621287825e-16,-567757.64528414
187,7.272395376758911e-17,202713819.78481537,-4.938152551083067e-16,-567678.1666320562,-3.7681295535163885e-16,-567598.6953974831
188,4.332052899632865e-17,202657067.86091575,-2.940342477126046e-16,-567519.2389962077,-2.2438786544069653e-16,-567439.7900105641
189,2.5809758418861156e-17,202600331.82533035,-1.7510770577467494e-16,-567360.3558540344,-1.3364318602281147e-16,-567280.929110925
190,1.5379705741895868e-17,202543611.67361107,-1.0430052676965287e-16,-567201.5171927214,-7.961009925552261e-17,-567122.112686111
191,9.1661295418909e-18,202486907.40131104,-6.213576200004967e-17,-567042.7230003476,-4.7431120125616703e-17,-566963.3407236709
192,5.46383797459887e-18,202430219.00398466,-3.70229156729203e-17,-566883.9732638001,-2.826392335687113e-17,-566804.613211157
193,3.2574928430912193e-18,202373546.47718754,-2.2063451315076506e-17,-566725.267971158,-1.68451678196307e-17,-566645.9301361251
194,1.942419118344885e-18,202316889.81647658,-1.3150737247463342e-17,-566566.6071096063,-1.0041348635797594e-17,-566487.2914861344
195,1.158447116489113e-18,202260249.0174099,-7.83972001855772e-18,-566407.9906669259,-5.98663166279745e-18,-566328.6972487477
196,6.910082878961769e-19,202203624.07554683,-4.674388285929361e-18,-566249.4186306,-3.569823943258814e-18,-566170.1474115311
197,4.122532172421268e-19,202147014.986448,-2.787550706540501e-18,-566090.8909884095,-2.1290448230037536e-18,-566011.6419620544
198,2.45990640964047e-19,202090421.74567524,-1.6626257627807976e-18,-565932.4077275395,-1.2699789944697548e-18,-565853.1808878906
199,1.468070214057687e-19,202033844.34879166,-9.918361955827832e-19,-565773.9688357711,-7.57673288094892e-19,-565694.7641766167
200,8.762918296504993e-20,201977282.79136157,-5.917783844071876e-19,-565615.5743008852,-4.521068633866907e-19,-565536.3918158124
201,5.231477586914497e-20,201920737.06895056,-3.5314407095904955e-19,-565457.2241100669,-2.6981984481061053e-19,-565378.0637930615
202,3.1237309916481435e-20,201864207.17712545,-2.1077465952663533e-19,-565298.9182510972,-1.610572650942672e-19,-565219.7800959513
203,1.8655054148794382e-20,201807693.11145428,-1.2582255767687053e-19,-565140.6567117572,-9.61524545452088e-20,-565061.5407120719
204,1.1142766020793823e-20,201751194.86750636,-7.512288128000559e-20,-564982.4394792318,-5.741350134601165e-20,-564903.3456290178
205,6.656763035132459e-21,201694712.4408522,-4.4860029856613643e-20,-564824.2665416002,-3.4287930453118857e-20,-564745.1948343861
206,3.9774685288509936e-21,201638245.8270636,-2.6792945062814654e-20,-564666.1378860474,-2.0480571633730072e-20,-564587.0883157781
207,2.376971390648269e-21,201581795.02171358,-1.6004971382027244e-20,-564508.0535000563,-1.2235350537680663e-20,-564429.0260607981
208,1.4207402502282843e-21,201525360.0203764,-9.562311404199846e-21,-564350.013371706,-7.310789487475383e-21,-564271.0080570539
209,8.493348040388302e-22,201468940.81862757,-5.714054461894541e-21,-564192.0174884796,-4.369036177468044e-21,-564113.0342921572
210,5.078280010753204e-22,201412537.41204378,-3.415068029635097e-21,-564034.0658378601,-2.611442586996203e-21,-563955.1047537226
211,3.0368814030960193e-22,201356149.79620302,-2.0413986076571847e-21,-563876.1584076285,-1.5611649138666737e-21,-563797.2194293684
212,1.8164040666734018e-22,201299777.96668452,-1.2204773364226174e-21,-563718.2951849699,-9.334488399568096e-22,-563639.3783067167
213,1.0866020587872347e-22,201243421.9190687,-7.29802007886167e-22,-563560.4761582613,-5.582203644330933e-22,-563481.5813733924
214,6.50132662702988e-23,201187081.64893726,-4.364693960842467e-22,-563402.7013143897,-3.338829396383321e-22,-563323.8286170244
215,3.8905126436866154e-23,201130757.15187314,-2.6108139833432643e-22,-563244.9706411362,-1.9973591232690781e-22,-563166.1200252448
216,2.3285471674550145e-23,201074448.42346048,-1.561965476231601e-22,-563087.2841265798,-1.1950647669011334e-22,-563008.4555856894
217,1.3939159590357015e-23,201018155.4592847,-9.346312084193131e-23,-562929.6417579055,-7.151548085386365e-23,-562850.8352859971
218,8.345674902511251e-24,200961878.25493237,-5.593484687845763e-23,-562772.0435231924,-4.280376769915119e-23,-562693.2591138106
219,4.997578647901097e-24,200905616.8059914,-3.3480962546101545e-23,-562614.4894096255,-2.5623427840679683e-23,-562535.7270567759
220,2.9931679934172084e-24,200849371.1080509,-2.004410654483888e-23,-562456.9794049859,-1.5341426078882303e-23,-562378.2391025425
221,1.7929814984119986e-24,200793141.1567012,-1.2001864950052097e-23,-562299.5134970546,-9.186868264489023e-24,-562220.7952387633
222,1.0742213103940698e-24,200736926.94753388,-7.187601880179288e-24,-562142.0916733146,-5.502277361947092e-24,-562063.3954530949
223,6.437021187539911e-25,200680728.47614172,-4.305191916400787e-24,-561984.7139215469,-3.296026396517012e-24,-561906.0397331968
224,3.8578853106570633e-25,200624545.7381188,-2.579135876882847e-24,-561827.3802292347,-1.974749785921868e-24,-561748.7280667326
225,2.3125272818411875e-25,200568378.72906035,-1.5453580288158757e-24,-561670.0905844569,-1.1833320876911165e-24,-561591.460441369
226,1.386428813277473e-25,200512227.4445629,-9.260984685637144e-25,-561512.8449743986,-7.092091954357917e-25,-561434.2368447762
227,8.313452572543136e-26,200456091.8802242,-5.550835560231592e-25,-561355.6433871388,-4.251235906641896e-25,-561277.0572646278
228,4.985840587714783e-26,200399972.03164318,-3.327611984828353e-25,-561198.4858101606,-2.548761290102491e-25,-561119.9216886009
229,2.990669698995052e-26,200343867.8944201,-1.9951708887197313e-25,-561041.372230947,-1.5283267323643744e-25,-560962.8301043762
230,1.7942030417424937e-26,200287779.46415633,-1.196466657252558e-25,-560884.302637577,-9.165925556584925e-26,-560805.7824996377
231,1.0765836562927304e-26,200231706.73645458,-7.176193854497633e-26,-560727.2770175338,-5.498060197658522e-26,-560648.7788620729
232,6.460959395547393e-27,200175649.70691875,-4.30487716737991e-26,-560570.2953583002,-3.298493888601896e-26,-560491.8191793725
233,3.878102253048523e-27,200119608.37115395,-2.5828571424988702e-26,-560413.3576479554,-1.979223709535713e-26,-560334.9034392311
234,2.3281689585837165e-27,200063582.72476655,-1.5499332944648065e-26,-560256.4638739824,-1.1878102628560062e-26,-560178.0316293463
235,1.3979212517636098e-27,200007572.76336414,-9.302477068201066e-27,-560099.6140241623,-7.129715967799648e-27,-560021.2037374196
236,8.39506133926177e-28,199951578.48255554,-5.584151178374327e-27,-559942.808085978,-4.280261778196243e-27,-559864.4197511555
237,5.0424078870866135e-28,199895599.8779508,-3.352653452175157e-27,-559786.0460475087,-2.5700487384176713e-27,-559707.6796582622
238,3.0291793392716547e-28,199839636.94516116,-2.0132285478149586e-27,-559629.3278962374,-1.5434241576710427e-27,-559550.9834464513
239,1.8200565885527195e-28,199783689.6797992,-1.2091227507189351e-27,-559472.653619647,-9.270477690915266e-28,-559394.3311034377
240,1.0937489984022538e-28,199727758.0774786,-7.263075901504656e-28,-559316.0232061148,-5.569186961949067e-28,-559237.72261694
241,6.57390308491235e-29,199671842.13381433,-4.363586899110187e-28,-559159.4366425276,-3.34621873927873e-28,-559081.1579746802
242,3.951861881831746e-29,199615941.8444226,-2.6220412030806045e-28,-559002.8939172626,-2.0108963253778914e-28,-558924.6371643833
243,2.3760360672606178e-29,199560057.2049208,-1.575825814571128e-28,-558846.3950181007,-1.2086424344569961e-28,-558768.1601737782
244,1.4288185852546526e-29,199504188.21092758,-9.472174820059651e-29,-558689.9399322271,-7.265722031828276e-29,-558611.7269905972
245,8.593576012072471e-30,199448334.85806283,-5.694609840474055e-29,-558533.5286474228,-4.3685014371656166e-29,-558455.3376025759
246,5.169440068968729e-30,199392497.14194763,-3.4241359431037414e-29,-558377.1611520648,-2.6269930863247646e-29,-558298.9919974534
247,3.1101820913640666e-30,199336675.05820432,-2.0592579776046627e-29,-558220.8374330401,-1.5800036825314898e-29,-558142.6901629721
248,1.8715474272493843e-30,199280868.60245642,-1.2386346641146824e-29,-558064.5574790239,-9.50451522346405e-30,-557986.432086878
249,1.1263893791182864e-30,199225077.77032873,-7.451580481310978e-30,-557908.3212769032,-5.7183999084289296e-30,-557830.2177569205
250,6.7803002340614225e-31,199169302.55744722,-4.483593557121442e-30,-557752.1288150549,-3.441055985178801e-30,-557674.0471608522
251,4.082084133202923e-31,199113542.95943916,-2.6982161008584995e-30,-557595.9800806642,-2.0710071312733722e-30,-557517.9202864296
252,2.4580324148696374e-31,199057798.97193295,-1.6240517183332854e-30,-557439.875062108,-1.2466486495785779e-30,-557361.8371214123
253,1.4803549754701719e-31,199002070.5905583,-9.776774393994655e-31,-557283.8137465715,-7.505491681904824e-31,-557205.7976535632
254,8.916957914489371e-32,198946357.81094608,-5.886591840212347e-31,-557127.7961221337,-4.519462687219406e-31,-557049.801870649
255,5.37205107495392e-32,198890660.62872842,-3.544906839535452e-31,-556971.8221765757,-2.721867764940714e-31,-556893.8497604396
256,3.2369507817840286e-32,198834979.03953865,-2.1351002931698907e-31,-556815.8918976784,-1.6395315521835739e-31,-556737.9413107082
257,1.9507633389250267e-32,198779313.03901133,-1.2861874428590019e-31,-556660.0052732229,-9.87745488736362e-32,-556582.0765092317
258,1.1758328267070288e-32,198723662.62278226,-7.749305122179979e-32,-556504.1622906923,-5.951724634623273e-32,-556426.2553437903
259,7.088577008400546e-33,198668027.78648844,-4.6697512586697415e-32,-556348.3629381657,-3.5868489114586994e-32,-556270.4778021676
260,4.274103242859453e-33,198612408.5257681,-2.8144737655410936e-32,-556192.607203424,-2.1620005261989843e-32,-556114.7438721507
261,2.5775280521771673e-33,198556804.8362607,-1.6965751906822853e-32,-556036.8950739503,-1.303379678552442e-32,-555959.0535415299
262,1.5546556789920365e-33,198501216.7136069,-1.0228723731851308e-32,-555881.2265381217,-7.858841204426304e-33,-555803.4067980993
263,9.378587604046972e-34,198445644.15344858,-6.167969185873393e-33,-555725.6015831232,-4.739346690639721e-33,-555647.803629656
264,5.658652776543895e-34,198390087.15142888,-3.719934827503077e-33,-555570.0201970339,-2.8585831026057038e-33,-555492.2440240008
265,3.414766533033102e-34,198334545.7031921,-2.243886243510793e-33,-555414.4823676348,-1.7244695190617744e-33,-555336.727968938
266,2.0610158469257907e-34,198279019.8043838,-1.3537506861073114e-33,-555258.988083005,-1.0404771795659219e-33,-555181.2554522747
267,1.2441535109715776e-34,198223509.45065078,-8.168623359542129e-34,-555103.5373303294,-6.2788760973296256e-34,-555025.8264618221
268,7.511711702362707e-35,198168014.63764098,-4.929823407353069e-34,-554948.1300979853,-3.7896889305500118e-34,-554870.4409853948
269,4.5360322832803025e-35,198112535.36100364,-2.975679419082404e-34,-554792.7663734555,-2.287691662864841e-34,-554715.0990108101
270,2.739590334195405e-35,198057071.61638916,-1.7964419490848973e-34,-554637.4461448193,-1.3812225869803339e-34,-554559.8005258896
271,1.6548832362692246e-35,198001623.3994492,-1.0847070979261804e-34,-554482.1693995595,-8.340692106892919e-35,-554404.5455184578
272,9.998188276596919e-36,197946190.70583662,-6.550644086095326e-35,-554326.9361257553,-5.037472905042618e-35,-554249.3339763426
273,6.041537385983846e-36,197890773.5312055,-3.956650890613073e-35,-554171.7463111877,-3.0429551551515753e-35,-554094.1658873754
274,3.651285615470456e-36,197835371.8712111,-2.39025177051339e-35,-554016.5999439359,-1.8384446372414633e-35,-553939.0412393911
275,2.2070710146267313e-36,197779985.72151,-1.4442146008437244e-35,-553861.4970111847,-1.1109070299612945e-35,-553783.9600202279
276,1.3343167878542814e-36,197724615.07775986,-8.727542267724498e-36,-553706.4375013113,-6.713933089039568e-36,-553628.9222177276
277,8.06814537495952e-37,197669259.93561965,-5.275022503583294e-36,-553551.4214020967,-4.058339892217365e-36,-553473.927819735
278,4.8793343792502225e-37,197613920.29074952,-3.188810995709297e-36,-553396.4487013221,-2.4535330911466817e-36,-553318.9768140987
279,2.9513419366372107e-37,197558596.13881084,-1.9279924426130117e-36,-553241.5193867683,-1.4835681348855907e-36,-553164.0691886704
280,1.7854616972311164e-37,197503287.4754662,-1.1658802394060942e-36,-553086.6334465146,-8.972121118432124e-37,-553009.2049313054
281,1.0803229146219085e-37,197447994.2963794,-7.051387826092079e-37,-552931.7908680439,-5.426937157375718e-37,-552854.3840298622
282,6.53775526301824e-38,197392716.59721544,-4.265473883200846e-37,-552776.9916394353,-3.2831178417730974e-37,-552699.6064722033
283,3.957088203754227e-38,197337454.37364057,-2.5806670592640126e-37,-552622.2357487679,-1.9865072002445828e-37,-552544.8722461936
284,2.395492322690586e-38,197282207.6213222,-1.561595881063641e-37,-552467.5231835246,-1.2021697322388298e-37,-552390.1813397022
285,1.4503933382876652e-38,197226976.33592904,-9.450989844029205e-38,-552312.8539317846,-7.276346773788615e-38,-552235.5337406013
286,8.783118653670571e-39,197171760.5131309,-5.720814729206081e-38,-552158.227981329,-4.4048682243894875e-38,-552080.9294367665
287,5.3196569105412544e-39,197116560.1485989,-3.463461743129317e-38,-552003.6453199387,-2.667008292181132e-38,-551926.368416077
288,3.2224812375508006e-39,197061375.23800534,-2.0971756729904538e-38,-551849.1059356928,-1.6150564416717182e-38,-551771.850666415
289,1.9524011345665043e-39,197006205.77702367,-1.2700801029842962e-38,-551694.6098166704,-9.781893169161241e-39,-551617.3761756662
290,1.1830948537320434e-39,196951051.76132864,-7.693062808344608e-39,-551540.1569503546,-5.925567904919396e-39,-551462.9449317202
291,7.170375821877887e-40,196895913.18659616,-4.660572715442547e-39,-551385.7473248243,-3.5901192620501993e-39,-551308.5569224692
292,4.3464640561463536e-40,196840790.04850337,-2.8239117657315334e-39,-551231.3809278607,-2.1755024911346402e-39,-551154.2121358095
293,2.6351301235114485e-40,196785682.34272864,-1.711333932634905e-39,-551077.0577472448,-1.3185059271352071e-39,-550999.9105596401
294,1.597864022989523e-40,196730590.0649515,-1.0372661005219254e-39,-550922.7777713537,-7.99238434189801e-40,-550845.6521818643
295,9.690570170596336e-41,196675513.21085274,-6.288070059298893e-40,-550768.5409876704,-4.845542269469774e-40,-550691.4369903876
296,5.878013543202106e-41,196620451.7761143,-3.81255662739423e-40,-550614.347384274,-2.9381918163433594e-40,-550537.2649731201
297,3.5660181841018535e-41,196565405.7564194,-2.3119953591002524e-40,-550460.1969492435,-1.7819257973090853e-40,-550383.1361179743
298,2.1637556942579714e-41,196510375.14745238,-1.402262489843882e-40,-550306.0896700621,-1.080863317134993e-40,-550229.0504128666
299,1.313120475720449e-41,196455359.94489887,-8.506352185375224e-41,-550152.0255351067,-6.557278243111926e-41,-550075.0078457168
300,7.970261713583887e-42,196400360.1444457,-5.160943043620602e-41,-549998.0045318604,-3.978763258757537e-41,-549921.0084044479
301,4.8385165425888e-42,196345375.74178085,-3.131745170995087e-41,-549844.0266484022,-2.4145945569292686e-41,-549767.0520769864
302,2.937808596502178e-42,196290406.73259357,-1.9007079460866218e-41,-549690.0918728113,-1.4655881592445712e-41,-549613.1388512619
303,1.7840472957328246e-42,196235453.11257428,-1.1537613007693537e-41,-549536.2001928687,-8.897157317412266e-42,-549459.2687152079
304,1.0835795714055414e-42,196180514.8774146,-7.004677243272831e-42,-549382.3515966535,-5.402094332604633e-42,-549305.4416567609
305,6.582438543204552e-43,196125592.02280742,-4.253357170850862e-42,-549228.5460719466,-3.2805344998308065e-42,-549151.6576638608
306,3.999303436448716e-43,196070684.54444674,-2.5831351067558365e-42,-549074.7836068273,-1.992501178175989e-42,-548997.9167244509
307,2.430263804027173e-43,196015792.43802783,-1.5690396324215425e-42,-548921.0641890764,-1.2103865137770814e-42,-548844.2188264779
308,1.4770458608261217e-43,195960915.69924715,-9.532179432010514e-43,-548767.3878067732,-7.353956507774577e-43,-548690.563957892
309,8.97854617025825e-44,195906054.32380235,-5.791912438002967e-43,-548613.7544479966,-4.468785506014898e-43,-548536.9521066466
310,5.458703678283818e-44,195851208.3073923,-3.5198424919744322e-43,-548460.1641005278,-2.715997802506134e-43,-548383.3832606984
311,3.319284347283078e-44,195796377.64571708,-2.1394193310007397e-43,-548306.6167521477,-1.6509759634669882e-43,-548229.8574080078
312,2.0186955019744748e-44,195741562.334478,-1.3005888453086034e-43,-548153.1123909354,-1.0037452391244982e-43,-548076.3745365384
313,1.2279157552665527e-44,195686762.36937746,-7.907797467079221e-44,-547999.6510052681,-6.103481578573918e-44,-547922.9346342569
314,7.470294226070313e-45,195631977.74611923,-4.808863326595214e-44,-547846.2325823307,-3.7119588210283226e-44,-547769.5376891339
315,4.545463785412553e-45,195577208.46040815,-2.9248304406577595e-44,-547692.8571107984,-2.2578756142394703e-44,-547616.1836891428
316,2.7662411394002216e-45,195522454.5079503,-1.7792226460123317e-44,-547539.5245784521,-1.3736250694631812e-44,-547462.8726222608
317,1.683732864435106e-45,195467715.884453,-1.0825082749651155e-44,-547386.234973073,-8.358102937129929e-45,-547309.6044764684
318,1.0250089114744197e-45,195412992.58562472,-6.587239529606863e-45,-547232.9882827401,-5.0864937442175235e-45,-547156.3792397493
319,6.240988363115208e-46,195358284.60717517,-4.0091007516289887e-45,-547079.7844955325,-3.095997389934219e-45,-547003.1969000904
320,3.80058424590642e-46,195303591.94481522,-2.440404117208788e-45,-546926.6235995293,-1.8847506820116242e-45,-546850.0574454826
321,2.3148272927481008e-46,195248914.59425697,-1.4857569531583194e-45,-546773.5055825114,-1.1475680927993577e-45,-546696.9608639195
322,1.4101264025072641e-46,195194252.5512137,-9.047008902408367e-46,-546620.4304325581,-6.988343311947582e-46,-546543.9071433984
323,8.591494051275999e-47,195139605.81139997,-5.509769973796642e-46,-546467.3981374502,-4.256387822876118e-46,-546390.89627192
324,5.235407887429965e-47,195084974.3705314,-3.356086163846034e-46,-546314.408685565,-2.5928615307469613e-46,-546237.9282374879
325,3.190828863626157e-47,195030358.22432494,-2.044579023803808e-46,-546161.4620646834,-1.5797508911902212e-46,-546085.0030281098
326,1.9450359858985688e-47,194975757.36849868,-1.2457928777275882e-46,-546008.5582625866,-9.626513546478026e-47,-545932.1206317963
327,1.1858312460785008e-47,194921171.7987719,-7.59204739820068e-47,-545855.6972679496,-5.867060359765925e-47,-545779.2810365612
328,7.230848103001287e-48,194866601.51086506,-4.6274643577837205e-47,-545702.8790682554,-3.5763760583493234e-47,-545626.4842304222
329,4.4098789417655586e-48,194812046.5004999,-2.820969161235729e-47,-545550.1036515832,-2.1804035196355213e-47,-545473.7302013998
330,2.6898939424498223e-48,194757506.76339927,-1.719984999315736e-47,-545397.37100631,-1.32954065824801e-47,-545321.018937518
331,1.6410230705567134e-48,194702982.29528728,-1.0488708718931088e-47,-545244.6811199188,-8.10844181208181e-48,-545168.3504268044
332,1.0013023536390821e-48,194648473.0918892,-6.397207169176313e-48,-545092.0339807868,-4.945887108899691e-48,-545015.7246572898
333,6.110641257940984e-49,194593979.1489315,-3.902382278449837e-48,-544939.429576993,-3.0173242793884163e-48,-544863.1416170083
334,3.729746540811048e-49,194539500.46214187,-2.380894717129936e-48,-544786.8678963184,-1.8410718980263542e-48,-544710.6012939973
335,2.27689399978843e-49,194485037.0272492,-1.4528525410226175e-48,-544634.3489268422,-1.1235449815869641e-48,-544558.1036762977
336,1.390199879458311e-49,194430588.8399835,-8.866941203301187e-49,-544481.8726569414,-6.857741543538126e-49,-544405.6487519537
337,8.489509559227717e-50,194376155.89607608,-5.412489235355394e-49,-544329.4390740991,-4.186418840366529e-49,-544253.236509013
338,5.185120555155482e-50,194321738.19125938,-3.304389004072235e-49,-544177.0481669903,-2.5560840670631297e-49,-544100.8669355263
339,3.167422492997241e-50,194267335.72126704,-2.0176980621582408e-49,-544024.6999233961,-1.560912162084811e-49,-543948.5400195477
340,1.9351917167607048e-50,194212948.48183393,-1.2322307762365363e-49,-543872.3943310976,-9.53350613060692e-50,-543796.255749135
341,1.182531827149287e-50,194158576.4686961,-7.526598896114176e-50,-543720.1313784719,-5.823682241212594e-50,-543644.014112349
342,7.227240424514694e-51,194104219.67759073,-4.598077846978177e-50,-543567.9110535979,-3.55806195086197e-50,-543491.815097254
343,4.4177686477145034e-51,194049878.1042563,-2.8094717768001904e-50,-543415.7333442569,-2.1742032244511086e-50,-543339.6586919177
344,2.700873337498311e-51,193995551.74443242,-1.7168953102161924e-50,-543263.5982388258,-1.3287936395245863e-50,-543187.5448844108
345,1.651491068075952e-51,193941240.59385988,-1.0493822694223591e-50,-543111.5057253838,-8.122424835901507e-51,-543035.4736628076
346,1.009994441600449e-51,193886944.6482807,-6.41496626475503e-51,-542959.4557917118,-4.965747094369318e-51,-542883.445015186
347,6.177780326573411e-52,193832663.9034381,-3.9221640894310785e-51,-542807.448426187,-3.0363666237383206e-51,-542731.4589296266
348,3.7793459024958894e-52,193778398.35507643,-2.3984344240775214e-51,-542655.4836165905,-1.856925656221793e-51,-542579.515394214
349,2.3124455042841533e-52,193724147.99894142,-1.466900398211736e-51,-542503.5613501072,-1.135809509948716e-51,-542427.614397036
